smiles,logP_ALOGPS,logS,logP_ChemAxon,solubility_ALOGPS,pKa_acid,pKa_base,PSA,Polarizability,H_Acceptor_Count,H_Donor_Count
CC1=C([C@@H](OC2=C1C=CC(O)=C2)C1=CC=C(OCCN2CCCCC2)C=C1)C1=CC=C(O)C=C1,6.12,-5,4.91,4.05e-03 g/l,8.39,8.87,62.16,51.47,5,2
CNCC1=CC(OC2=CC=C3N(C=CC3=C2)C(=O)NC2=NN(C)C(=C2)C(F)(F)F)=NC=N1,2.24,-4.4,2.93,1.57e-02 g/l,13.57,8.09,98.89,42.56,5,2
OCCNC(=O)CCCCCCCC(=O)NCCO,0.11,-2.4,-0.72,1.05e+00 g/l,15.07,-1,98.66,31.54,4,4
[O-]C(=O)CCCCC([O-])=O,0.49,-0.53,0.49,5.28e+01 g/l,3.92,,80.26,13.36,4,0
CCCCC[C@H](O)C1=CC=C(C=C1)N1[C@@H](CCCC2=CC=C(S2)C(=O)OC(C)C)CCC1=O,5.91,-5.9,6.59,5.67e-04 g/l,14.46,-3,66.84,53.72,3,1
CN(C)CCN(C)C1=NC(OCC(F)(F)F)=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C1NC(=O)C=C,4.59,-4.8,5.41,8.67e-03 g/l,12.17,8.75,100.44,57.11,8,2
CN1C(CC(=O)NCC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,1.91,-3.6,1.62,8.39e-02 g/l,3.48,-3.2,88.4,32.98,4,2
[H][C@]12CC[C@H](N1C(=O)[C@H](CN(CC2)S(=O)(=O)C1=CC(=CC=C1)S(=O)(=O)N1CC[C@@]2([H])CC[C@H](N2C(=O)[C@H](C1)NC(=O)[C@H](C)NC)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)NC(=O)[C@H](C)NC)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1,3.23,-5.1,2.88,8.50e-03 g/l,11.13,8.9,255.84,121.23,12,6
[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H]([C@@H]2C)N1CCS(=O)(=O)CC1)O4,1.82,-2.6,2.21,1.01e+00 g/l,,2.06,74.3,42.25,7,0
C[C@@H]1[C@@H](C[C@H](NC(=O)C2=CN=C3C[C@]4(CC3=C2)C(=O)NC2=C4C=CC=N2)C(=O)N1CC(F)(F)F)C1=C(F)C(F)=CC=C1F,3.62,-4.4,3.5,2.63e-02 g/l,11.74,3.83,104.29,53.45,5,2
COC1=CC=CC(=C1)[C@]1(O)C[C@@H](O)CC[C@H]1CN(C)C,1.7,-1.7,0.99,5.85e+00 g/l,13.7,9.23,52.93,31.33,4,2
OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC=CC=C1,3.19,-3.2,2.71,1.53e-01 g/l,6.76,-5.4,86.99,26.66,5,3
CC(C)=CCC[C@@](C)(C=C)\C=C\C1=CC=C(O)C=C1,6.06,-4.7,5.62,4.62e-03 g/l,9.53,-5.9,20.23,31.52,1,1
COC1=C(F)C=C(NS(=O)(=O)C2=C(F)C(F)=C(F)C(F)=C2F)C=C1,2.9,-4,3.16,3.41e-02 g/l,5.8,-4.9,55.4,27.05,3,1
CONC(=O)C1=CC=CC=C1NC1=CC(NC2=CC(C)=NN2C(C)C)=NC=C1Cl,4.29,-4.1,4.78,3.27e-02 g/l,12.78,6.36,93.1,43.94,6,3
CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O,3.56,-4.4,3.06,1.98e-02 g/l,12.25,8.57,102.93,58.88,8,2
CCC1=NC(=C(S1)C1=CC(NC(=O)C2=CC=CC=C2)=NC=C1)C1=CC=CC(C)=C1,5.47,-6,6.11,4.53e-04 g/l,14.89,2.37,54.88,44.67,3,1
CO[C@@H](CC1=CC=C(N)C=C1)C(O)=O,0.93,-1.9,0.32,2.24e+00 g/l,3.9,4.55,72.55,20.15,4,2
CC1(C)CC(CC(C)(C)C1)=C(C1=CC=C(O)C=C1)C1=CC=C(C=C1)C(O)=O,5.79,-5.2,6.17,2.15e-03 g/l,4.06,-6,57.53,41.69,3,2
OC(=O)C1=CC=C(C=C1)C1(CC1)NC(=O)C1CC2(CC2)CCN1CC1=CC=C(C=C1)C(F)(F)F,4.11,-5.5,1.95,1.52e-03 g/l,3.99,7.76,69.64,46.22,4,2
CC1=CC(O)=C(O)C=C1C(=O)OC[C@H](CNC(C)(C)CNC(=O)C1CCOC1)OC(=O)C1(C)CC1,1.47,-3.9,1.91,6.07e-02 g/l,9.02,8.41,143.42,51.76,7,4
CN1C(=O)C(O)=C(N=C1N1CCCCS1(=O)=O)C(=O)NCC1=CC=C(F)C=C1,1.13,-4,0.31,4.13e-02 g/l,7.03,-2.2,119.38,38.55,6,2
[H][C@@]12OC3=C4C(C[C@H]5N(CC6CC6)CC[C@@]14[C@@]51CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C)=CC=C3OC(=O)CCCCC(O)=O,4.88,-5.3,1.93,2.88e-03 g/l,3.3,9.8,105.53,66.1,7,2
NC1=NC(SCC2=CSC(=N2)C2=CC=C(Cl)C=C2)=C(C#N)C(C2=CC=C(OCCO)C=C2)=C1C#N,4.08,-4.7,5.04,9.82e-03 g/l,15.1,2.01,128.84,52.63,7,2
COC(=O)[C@H](CC1=CC=C(C=C1)N1C(=O)N(C)C2=C(C=C(C=C2)N(C)C)C1=O)NC(=O)C1=C(Cl)C=CC=C1Cl,4.1,-5.5,4.73,1.65e-03 g/l,12.53,3.2,99.26,58.16,5,1
OC1=CC2=C(C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC(O)=C(O)C=C2)C(O)=C1,2.55,-4,3.38,4.43e-02 g/l,8.03,-4.9,177.14,42.06,9,7
CC1=CC(=CC=C1)N1CCN(CCC2=CC=C3C=CC=CC3=N2)CC1,4.68,-3.5,4.64,1.06e-01 g/l,,8.15,19.37,39.67,3,0
CCCC1=CC=C(COC2=CC3=C(C=C2)C(C)=C(CN2CC(C2)C(O)=O)CC3)C(OC)=C1,4.7,-5,2.7,4.75e-03 g/l,3.05,8.66,59,51.03,5,1
COC1=CC=C2C(OC3=CC4=CC=CC(C(=O)NC5=CC=CC=C5N)=C4C=C3)=CC=NC2=C1,4.82,-6.1,4.73,3.63e-04 g/l,15.47,5.69,86.47,46.52,4,2
CC1=CC=C(O1)C1=C2N=NN(CC3=CC=CC(CO[C@H]4CCOC4)=N3)C2=NC(N)=N1,2.07,-3.3,1.46,2.20e-01 g/l,15.76,3.14,127,42.93,8,1
OC(=O)CCCCN(CCC1=C(OCC2=CC=C(CCC3=CC=CC=C3)C=C2)C=CC=C1)CC1=CC=C(C=C1)C(O)=O,5.72,-7,5.18,6.28e-05 g/l,3.47,9.78,87.07,64.96,6,2
CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](NC[C@@H](C)OC2=C(CC[C@H](C)NC1=O)C=CC=C2)C1CC1,2.7,-4.4,3.06,2.00e-02 g/l,11.46,6.27,99.77,56.3,5,3
CS(=O)(=O)CCC#N,-1,-0.77,-1.4,2.28e+01 g/l,,,57.93,12.42,3,0
C[C@@]1(CSC(=N1)C1=CC=C(O)C=C1O)C(O)=O,1.6,-2.5,2.5,8.76e-01 g/l,3.17,0.49,90.12,24.52,5,3
C[C@H]1CN(C(=O)CC#N)[C@]11CCN(C1)C1=C2C=CNC2=NC=N1,1.29,-2.8,0.65,5.52e-01 g/l,9.14,6.43,88.91,32.56,5,1
N[C@@H](C(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1)C(=O)N1C[C@@H](F)C[C@H]1C#N,2.58,-4.5,2.4,1.30e-02 g/l,19.69,7.97,70.12,34.92,3,1
OC(=O)CNC(=O)C1=C(O)C2=CC=CC=C2N(OCC2CC2)C1=O,0.57,-3.3,0.12,1.81e-01 g/l,3.17,-2.3,116.17,32.69,6,3
CN[C@H](C)CCC=C(C)C,2.07,-1.7,2.32,3.06e+00 g/l,,10.67,12.03,18.47,1,1
C[C@H](NC1=C2N=CNC2=NC=N1)C1=C(C(=O)N2C(C)=CSC2=N1)C1=CC=CC(F)=C1,2.64,-4.1,2.76,3.10e-02 g/l,9.75,3.2,99.16,41.33,6,2
CC[C@@]1(O)CC(=O)OCC2=C1C=C1N(CC3=CC4=CC(F)=C(F)C=C4N=C13)C2=O,2.05,-3.5,1.44,1.29e-01 g/l,13.81,1.83,79.73,38.9,4,1
[H][C@@]12CCC3=C(C=C(O)C(O)=C3)[C@@]1([H])C1=C(CN2)C=CC=C1,2.18,-3.8,2.47,4.45e-02 g/l,9.74,9.01,52.49,29.37,3,3
[H][C@@]12CC[C@H](OC(=O)CCCCCCCCCC)[C@@]1(C)C[C@H](C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H],6.25,-7,8.34,4.39e-05 g/l,18.3,-4.7,43.37,59.02,2,0
NC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1N,0.85,-3.1,1.41,1.67e-01 g/l,16.14,3.46,81.14,24.52,3,3
C[Si](C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=C(C=CC=C2)C1=O)[Si](C)(C)C,3.9,-5.6,6.16,1.06e-03 g/l,8.84,-0.95,78.43,45.56,4,3
[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@@H](CSCC(=O)NCCCC[C@@H](NC(=O)CSC[C@H]1CN(CCC)[C@]3([H])CC4=CNC5=C4C(=CC=C5)[C@@]3([H])C1)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC3=CNC4=C3C=CC=C4)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O)CN2CCC,4.88,-5.8,3.2,2.65e-03 g/l,9.81,10.36,425.32,185.66,15,16
OC1=C(Cl)C=C(C=C1Cl)C(=O)N1CS(=O)(=O)C2=CC=CC=C12,2.96,-4,2.61,3.95e-02 g/l,5.65,-3.7,74.68,32.54,4,1
[H][C@](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)CC1=CC=C(O)C=C1)([C@@H](C)CC)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(O)=O,-1.5,-5,-11,1.97e-02 g/l,3.07,12.37,917.37,223.25,35,33
CC(C)[C@H](N)C(=O)OCC[C@H](NC(=O)[C@@H]1SCCN1S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=C(F)C=C1,3.64,-6,4.55,6.63e-04 g/l,12.72,7.48,118.8,61.26,5,2
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(OC(=O)CCC)=C1CCCCCCC(=O)OCCCC,5.76,-5.3,5.58,2.66e-03 g/l,14.68,-1.6,93.06,58.55,4,2
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCNC(N)=N)C(C)C)C(O)=O,-1.9,-4.6,-8.5,2.77e-02 g/l,3.25,12.47,491.52,108.81,20,17
NC(=O)C(=C\N1C=NC(=N1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)\C1=CN=CN=C1,2.43,-4.9,2.68,5.88e-03 g/l,14.21,1.08,99.58,33.96,5,1
COC1=C(OC)C=C2C(CCN3C(=O)N(CCNC(N)=O)\C(C=C23)=N\C2=C(C)C=C(C)C=C2C)=C1,3.12,-4.3,3.27,2.18e-02 g/l,14.74,5.23,109.49,52.81,5,2
C[C@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,3.57,-4,3.94,2.49e-02 g/l,4.42,,37.3,25.28,2,1
C[C@@H]1CN(CC(=O)N2CC(C)(C)C3=C2C=C(CC2=CC=C(F)C=C2)C(CO)=N3)[C@@H](CN2CCOC[C@H]2C)CN1,2.37,-3.7,2.62,1.09e-01 g/l,14.18,8.37,81.17,59.53,7,2
[H][C@@]12CCN(C[C@]1(CC1=C(C2)N(N=C1)C1=CC=C(F)C=C1)C(=O)C1=CC(=CC=N1)C(F)(F)F)S(=O)(=O)C1=NN(C)N=C1,3.21,-4.5,3.42,1.70e-02 g/l,,2.38,115.87,53.41,7,0
O=C([C@H]1CCC(=O)N1)N1CCCCC1,0.27,-0.26,-0.4,1.08e+02 g/l,11.65,-2.2,49.41,20.69,2,1
CN1N=C(C)C(\C=N\OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,5.25,-5.4,5,1.63e-03 g/l,,2.57,74.94,46.94,4,0
CCOC1=NC=C(C)C2=C1[C@H](C1=CC=C(C=C1OC)C#N)C(C(N)=O)=C(C)N2,2.21,-4,1.85,3.54e-02 g/l,14.87,6.06,110.26,39.66,6,2
COC1=CC=CC=C1[C@H](CN1C2=C(C(C)=C(S2)C2=NC=CO2)C(=O)N(C1=O)C(C)(C)C(O)=O)OC1CCOCC1,3.01,-4.6,3.28,1.57e-02 g/l,3.46,-0.076,131.64,58.19,8,1
COC1=CC(OC)=C(Cl)C(=C1Cl)C1=CC2=CN=C(N[C@@H]3COCC[C@@H]3NC(=O)C=C)N=C2C=C1,4.62,-5.2,3.86,3.51e-03 g/l,13.78,3.79,94.6,50.42,7,2
NC1=NC(=O)N(C=C1)[C@H]1[C@H](O)[C@H](O)C(CO)=C1F,-1.6,-1.9,-3.1,3.41e+00 g/l,13.04,4.16,119.38,23.05,6,4
CC(C)C1=C(CCC2=NOC3=CC(OCC(O)=O)=C(C)C=C23)SC(=N1)C1=CC=C(C=C1)C(F)(F)F,5.89,-4.8,6.43,8.59e-03 g/l,3.93,2.73,85.45,50.66,5,1
C[C@@](CC1=CC=C(OP(O)(O)=O)C(O)=C1)(NN)C(O)=O,-1.3,-2.6,-0.9,7.69e-01 g/l,1.72,5.64,162.34,26.77,8,6
COC1=C(OP(O)(O)=O)C2=C(NC(=CC2=O)C2=CC(F)=CC=C2)C=C1,2.02,-4.2,2.28,2.31e-02 g/l,1.59,0.3,105.09,32.85,6,3
CC1(C)N(CCN2C(NC3=CC=C(F)C=C3)=C(N=C12)C1=CC=C(F)C=C1)C(=O)CN,3.25,-3.9,3.07,5.06e-02 g/l,19.69,8.13,76.18,42.68,4,2
N[C@H](CC1CCCCC1)C(=O)N[C@H](CCC(O)=O)C(=O)NCC(O)=O,-2.1,-2.6,-3.1,8.12e-01 g/l,3.16,8.13,158.82,36.94,7,5
O=C1COC(=O)CO1,-0.67,0.69,-0.75,5.68e+02 g/l,,-7.1,52.6,9.19,2,0
CN1C=C(CN2CCC(CC2)C2=CC=C(C=C2)C(=O)NC2=CC=CC=C2N)C(C)=N1,3.56,-4.4,3.01,1.44e-02 g/l,15.94,8.3,76.18,47.29,4,2
CC(O)C1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(C)=C5C(C)O)C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)=C1C,2.74,-4.2,4.45,3.72e-02 g/l,3.75,5.06,172.42,69.15,8,6
CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=C(O1)C(O)=O)C1=CC=C2CCCCC2=C1,4.03,-3.9,5.43,5.28e-02 g/l,3.13,-0.35,127.73,49.15,7,3
CN1CCN(CC2=C(C=C(NC(=O)C3=CC(C#CC4=CC5=C(NN=C5)N=C4)=C(C)C=C3)C=C2)C(F)(F)F)CC1,3.71,-5.2,4.84,2.98e-03 g/l,11.08,7.57,77.15,55.31,5,2
CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CCN4C=CC5=CC(=CC=C45)N4C(=O)NN=C4C4=CC(C(C)C)=C(O)C=C4O)CC3)C=C12,5.83,-5,6.7,9.83e-03 g/l,8.53,3.8,199.36,95.68,9,4
CC(C)C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(O)=O)C(C)C)C(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(O)=O,-1.2,-4.4,-22,1.25e-01 g/l,2.86,8.15,1318.06,304.89,49,41
ClC1=C(Cl)C=C(CNC2=NC(=O)C3=C(N2)N=CN3CCN2CCOCC2)C=C1,2.19,-3.3,2.64,2.16e-01 g/l,13,6.1,83.78,43.16,7,2
COC1=C(F)C(C)=CC(NC2=NC=C(C)C(NC3=CC=C4OC(=O)NC4=C3)=N2)=C1,4.17,-4.3,4.57,2.06e-02 g/l,9.45,4.48,97.4,40.38,7,3
CC1=NC(Cl)=CC(=C1)C1=NN=C(N)N=C1C1=CC=C(F)C=C1,2.89,-4,2.87,3.20e-02 g/l,14.87,3.04,77.58,29.96,5,1
C[C@@H]1CN(CC2=NC=CC=N2)C[C@H]1C1=CN2C(=NC=C2C(=O)N1)C1CCOCC1,1.13,-2.8,0.45,6.97e-01 g/l,11.69,7.08,85.17,42.67,6,1
OC(=O)C1=CNC=N1,-0.19,-0.05,-1.4,9.98e+01 g/l,1.24,6.13,65.98,9.66,3,2
CCO[C@H]1CCN(CC2=C(OC)C=C(C)C3=C2C=CN3)[C@@H](C1)C1=CC=C(C=C1)C(O)=O,4.08,-4.9,1.4,5.78e-03 g/l,3.7,8.75,74.79,47.52,5,2
CCC(C)C,3.12,-2.6,2.53,1.73e-01 g/l,,,0,10.09,0,0
FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC3=C(C=CN=C3)C=C2)CC1,5.02,-5.6,5.01,1.06e-03 g/l,,8.87,16.13,38.97,2,0
CN[C@@H](C)C\C=C\C1=CC(OC(C)C)=CN=C1,2.55,-3.1,2.24,1.92e-01 g/l,,10.55,34.15,28.03,3,1
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3C[C@@H]4C[C@@H]4C3)C=C2)=C(Cl)C=C1,2.97,-4.5,2.77,1.45e-02 g/l,12.57,-3,99.38,49.12,6,4
C[C@@H](C(=O)NS(C)(=O)=O)C1=CC=C(OS(=O)(=O)C(F)(F)F)C=C1,2.51,-3.5,2.04,1.21e-01 g/l,4,,106.61,30.84,5,1
CCN(C)C(=O)OC1=CC2=C(CC[C@H]2NCC#C)C=C1,2,-4,2.38,2.55e-02 g/l,,8.16,41.57,30.78,2,1
NC(=O)NC[C@@H]1CCCC2=CC(=CC=C12)S(=O)(=O)C1=CC(F)=CC=C1,2.57,-4.7,2.83,7.44e-03 g/l,14.24,-1.8,89.26,36.69,3,2
COC1=CC=CC([C@H]2O[C@H](CC(=O)N3CCC(CC(O)=O)CC3)C(=O)N(CC(C)(C)CO)C3=C2C=C(Cl)C=C3)=C1OC,3.2,-4.5,2.9,2.05e-02 g/l,4.28,-1.4,125.84,63.19,8,2
COC1=C(NC2=NC=CC(=N2)N2C=C(CN(C)C)C(=N2)C2=CC=CC=C2)C=C(NC(=O)C=C)C(=C1)N1CCOCC1,4.05,-4.4,4.55,2.50e-02 g/l,13.65,8.35,109.67,59.53,9,2
CCC(=O)N1CC[C@@H](C1)NC1=C2CN(CCC2=NC=N1)C1=CN=C(OC)C(=C1)C(F)(F)F,,,2.01,,18.21,5.43,83.48,43.46,7,1
CC(C)N1CCN(CC1)C1=CC=C(NC2=NC=C3C=C4N(C3=N2)C2(CCCCC2)CNC4=O)N=C1,3.49,-3.6,3.51,1.34e-01 g/l,11.59,8.19,91.21,54.61,7,2
C[C@H]1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,0.87,-2.8,1.84,6.32e-01 g/l,5.94,0.44,81.08,36.75,6,2
[H][C@@]12CC[C@@](O)(C(F)(F)C(F)(F)F)[C@@]1(C)C[C@H](C1=CC=C(C=C1)C(C)=O)C1=C3CCC(=O)C=C3CC[C@@]21[H],4.73,-5.1,5.17,4.24e-03 g/l,11.81,-4.2,54.37,49.03,3,1
COC1=CC=CC2=C1[N+](C)=C1O[C@H](CC1=C2OC)C(C)C,-0.02,-6.3,-1.2,1.51e-04 g/l,,-4.5,31.57,32.08,3,0
CCCCC1(CCCC)CS(=O)(=O)C2=CC=C(C=C2[C@H]([C@H]1O)C1=CC=C(OCC2=CC=C(C[N+]34CCN(CC3)CC4)C=C2)C=C1)N(C)C,3.96,-7.5,2.7,2.39e-05 g/l,14.15,5.68,70.08,78.83,6,1
COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(C=C2)C(=O)NC[C@H](C)CC(F)(F)F)C(=O)NS(=O)(=O)C1=CC=CC=C1C,4.48,-5.9,6.15,8.14e-04 g/l,4.29,-0.74,106.5,62.23,5,2
COC1=NN(C)C=C1NC1=NC(=NC2=C1N=CN2C)N1C[C@@H](F)[C@@H](C1)NC(=O)C=C,1.82,-2.7,1.54,8.48e-01 g/l,10.41,2.29,115.02,42.01,8,2
CCCNCCOC1=CC(=CC(F)=C1)S(C)(=O)=O,1.65,-2.8,1.31,4.09e-01 g/l,16.15,9.65,55.4,28.08,4,1
CC(C)CCNC1=NC=CC=C1C(=O)N1CCN(CC2=CC=CC=C2)CC1,3.38,-3.4,3.95,1.29e-01 g/l,18.9,6.76,48.47,41.83,4,1
CC1=C(C)C(C(=O)NC2=CC=CC=C2)=C(C)O1,2.83,-3.6,3.12,6.41e-02 g/l,14.91,-2.7,42.24,25.72,1,1
CNC(=O)C1=NN(C)C2=C1C(C)(C)CC1=C2N=C(NC2=CC=C(C=C2)N2CCN(C)CC2)N=C1,3.15,-3.7,3.11,9.94e-02 g/l,13.96,7.96,91.21,52.87,7,2
C[C@@H]1CCC[C@H](N2C=NC(=CC2=O)C2=CC(Cl)=CC=C2N2C=C(Cl)N=N2)C2=CC(=CC=N2)C2=C(NC1=O)C=NN2C(F)F,4.42,-5.2,4.72,3.67e-03 g/l,11.94,2.81,123.19,59.55,7,1
FC(F)(F)C1=CC(CC2=C(NC(=O)NC2=O)[C@H]2CC[C@@H](CC2)C2=CC=CC=C2)=CC=C1,5.02,-6.1,5.38,3.32e-04 g/l,9.47,-4.1,58.2,42.52,2,2
O=C(N1CCN(CC2CC2)CC1)C1=CC=C(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C=C1,3.08,-4.1,1.62,3.29e-02 g/l,6.79,7.64,82.61,46.21,5,1
CCOC(=O)C1=C(NC(C)=C([C@H]1C1=CC=CC=C1Cl)C(=O)NC1=NC=CC=C1)C1=CC=C(C=C1)N1C(C)=NC2=C1C=CN=C2,5.83,-5.6,4.71,1.63e-03 g/l,12.04,4.83,111.03,64.48,6,2
[H][C@@]1(O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@@H]2OC\C(CO[C@]1(C)C[C@@H](C)\C(=N/C(C)=O)[C@@H]2C)=N/OCC1=CN=C(C=C1)N1C=CC=N1,3.52,-4,3.65,8.95e-02 g/l,8.65,9.25,205.72,89.85,15,2
CCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=CC(OC)=CC=C2N2C(C)=NN=C12,2.53,-4.2,2.57,2.70e-02 g/l,14.93,4.36,81.4,44.83,5,1
CC(=O)N[C@@H]1C[C@@H](CC[C@@H]1N1CC[C@H](NC2=NC=NC3=CC(=NN23)C(C)(C)C)C1=O)NC(C)(C)C,2.34,-4.4,1.63,1.78e-02 g/l,13.82,10.39,116.55,53.99,7,3
FC(F)(F)C1(CC1)C1=CC=C(CC(=O)NC2=NN(CC3=NC=C(C=C3)C#N)C=C2)C=C1,3.5,-4.7,3.96,9.36e-03 g/l,11.3,1.25,83.6,40.27,4,1
CCOC1=C(OC)C=CC(=C1)[C@@H](CS(C)(=O)=O)N1CC2=CC=CC(NC(=O)C3CC3)=C2C1=O,2.24,-4.2,2.2,3.31e-02 g/l,12.84,-1.9,102.01,49.52,6,1
COC1=C(C)C(CN2C=C(C(=O)NCCO)C3=NC=C(C)C=C23)=NC=N1,0.75,-3.2,1.19,2.29e-01 g/l,14.42,3.94,102.16,37.43,6,2
[H][C@@]12CC[C@H](C(=O)NCC3=NC4=C(N3)C=CC=N4)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])N(C)C(=O)C(F)=C[C@]12C,3.82,-4.8,2.36,7.90e-03 g/l,9.84,2.82,90.98,52.31,4,2
[H][C@]12[C@H](\C(N)=N\O[C@@H](C)C3=NN=C(S3)C3=CC=CC=N3)C(=O)O[C@]1(C)[C@@H](CC)OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@]1([H])O[C@H](C)C[C@@H]([C@H]1O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H]2C)OC,4,-5.1,4.19,7.05e-03 g/l,9.22,8.61,224.18,90.19,15,2
,,,,,,,,,,
CC(C)(C)NCC1=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=C2CCCCC2=C1O,5.72,-5.3,5.22,2.01e-03 g/l,9.51,10.62,57.18,46.82,4,3
CN(C)C\C=C\C(=O)N1CCCC[C@H](C1)N1C(NC(=O)C2=CC=NC(C)=C2)=NC2=C1C(Cl)=CC=C2,3.78,-4.4,3.5,2.00e-02 g/l,13.62,8.81,83.36,54.2,5,1
,,,,,,,,,,
COC1=NN=C(C=C1)[C@@H](O)C1=C(Cl)C=C(F)C(=C1)C1=NC=NC2=C1C=CC(=C2)N1CCOCC1,3.52,-4.2,3.58,3.10e-02 g/l,12.6,3.08,93.49,47.89,8,1
CC(C)N1CCN(CC2=CN=C(O2)C2=CC(=CC3=C2C=NN3)C2=CC=CC3=C2C=CN3)CC1,3.79,-3.9,3.49,5.71e-02 g/l,11.32,7.82,76.98,50.16,4,2
CC(C)C1=CC=CC(C(C)C)=C1NC(=O)NCC1(CCCC1)C1=CC=C(C=C1)N(C)C,6.1,-5.9,6.88,5.89e-04 g/l,13.67,4.89,44.37,50.5,2,2
CN1N=C(C(=O)N(CC2=CC=CC=C2)CC2=CC=C(C=C2)C(O)=O)C2=C1C1=C(OC2)C=CC(Cl)=C1,4.75,-5.6,4.96,1.39e-03 g/l,4.07,-0.3,84.66,51.44,5,1
